0;33;0;2973360;3075200;
0;21;0;3075200;3177040;
0;30;0;3177040;3278880;
1;33;0;2080;71280;
1;33;0;2002080;2071280;
1;33;0;4002080;4071280;
1;33;0;6002080;6071280;
1;20;0;71280;140480;
1;20;0;2071280;2140480;
1;15;0;140480;209680;
1;15;0;2140480;2209680;
1;30;0;209680;278880;
1;30;0;2209680;2278880;
1;30;0;4209680;4278880;
1;30;0;6209680;6278880;
2;33;0;1088640;1158240;
2;33;0;5088640;5158240;
2;23;0;1158240;1227840;
3;33;1;696160;802080;
3;33;1;4696160;4802080;
3;21;1;815360;921280;
3;21;1;4815360;4921280;
3;28;1;934560;1040480;
3;16;1;1172960;1278880;
4;33;0;499200;561200;
4;33;0;4499200;4561200;
4;24;0;894800;956800;
5;33;0;561200;624320;
5;33;0;4561200;4624320;
5;24;0;956800;1019920;
6;33;0;802080;921280;
6;33;0;4802080;4921280;
6;21;0;921280;1040480;
6;21;0;4921280;5040480;
6;28;0;1040480;1159680;
6;17;0;1159680;1278880;
7;33;0;624320;696160;
7;33;0;4624320;4696160;
7;19;0;926080;997920;
7;19;0;4926080;4997920;
7;4;0;1105440;1177280;
7;4;0;5105440;5177280;
8;33;0;974080;1075680;
8;33;0;4974080;5075680;
8;19;0;1075680;1177280;
8;19;0;5075680;5177280;
8;4;0;1177280;1278880;
8;4;0;5177280;5278880;
9;34;0;3130320;3179840;
9;29;0;3179840;3229360;
9;22;0;3229360;3278880;
10;34;0;762400;848480;
10;34;0;4762400;4848480;
10;28;0;848480;934560;
10;14;0;1106720;1192800;
10;24;0;1192800;1278880;
11;35;0;874160;927680;
11;35;0;4874160;4927680;
11;20;0;983120;1036640;
11;16;0;1036640;1090160;
12;35;1;799280;874160;
12;35;1;4799280;4874160;
12;24;1;1065280;1140160;
13;35;1;741840;799280;
13;35;1;4741840;4799280;
13;24;1;837360;894800;
14;35;0;3089760;3152800;
14;19;0;3152800;3215840;
14;4;0;3215840;3278880;
15;35;0;927680;997920;
15;35;0;4927680;4997920;
15;19;0;997920;1068160;
15;19;0;4997920;5068160;
15;3;0;1068160;1138400;
15;27;0;1138400;1208640;
15;10;0;1208640;1278880;
16;36;0;886880;965280;
16;13;0;965280;1043680;
16;9;0;1043680;1122080;
16;29;0;1122080;1200480;
16;29;0;5122080;5200480;
16;22;0;1200480;1278880;
16;22;0;5200480;5278880;
17;36;0;810720;841520;
17;15;0;965840;996640;
17;29;0;1028560;1059360;
17;29;0;5028560;5059360;
17;23;0;1127440;1158240;
18;36;0;841520;886880;
18;14;0;974560;1019920;
18;24;0;1019920;1065280;
19;36;0;39600;119360;
19;36;0;2039600;2119360;
19;13;0;119360;199120;
19;13;0;2119360;2199120;
19;10;0;199120;278880;
19;10;0;2199120;2278880;
20;37;0;935440;978080;
20;22;0;1015280;1057920;
20;22;0;5015280;5057920;
21;37;0;978080;1057920;
21;22;0;1057920;1137760;
21;22;0;5057920;5137760;
22;37;0;172320;225600;
22;37;0;2172320;2225600;
22;23;0;225600;278880;
22;23;0;2225600;2278880;
23;37;0;758960;841760;
23;19;0;841760;924560;
23;19;0;4841760;4924560;
23;1;0;924560;1007360;
23;8;0;1007360;1090160;
23;16;0;1090160;1172960;
24;37;1;1075680;1103680;
24;20;1;1103680;1131680;
24;17;1;1131680;1159680;
25;37;1;711360;758960;
25;19;1;794160;841760;
25;19;1;4794160;4841760;
25;4;1;1057840;1105440;
25;4;1;5057840;5105440;
26;38;0;933920;996640;
26;15;0;996640;1059360;
26;29;0;1059360;1122080;
26;29;0;5059360;5122080;
26;22;0;1137760;1200480;
26;22;0;5137760;5200480;
27;38;1;1004640;1055680;
27;14;1;1055680;1106720;
27;23;1;1227840;1278880;
28;38;0;0;59680;
28;38;0;2000000;2059680;
28;13;0;59680;119360;
28;13;0;2059680;2119360;
28;10;0;139440;199120;
28;10;0;2139440;2199120;
29;40;0;1034880;1087520;
29;2;0;1087520;1140160;
29;24;0;1140160;1192800;
30;40;0;187920;218240;
30;40;0;2187920;2218240;
30;2;0;218240;248560;
30;2;0;2218240;2248560;
30;24;0;248560;278880;
30;24;0;2248560;2278880;
31;40;0;697760;800960;
31;1;0;800960;904160;
31;8;0;904160;1007360;
31;18;0;1175680;1278880;
