414;1;8000000000;3091412660;
417;2;16000000000;6313678176;
419;2;16000000000;7952109680;
420;1;8000000000;3872812828;
421;1;8000000000;5354929599;
422;1;8000000000;4160519396;
423;2;16000000000;3770887117;
424;2;16000000000;7784572934;
429;2;16000000000;4302508374;
430;1;8000000000;3865769325;
431;1;8000000000;3786164493;
433;1;8000000000;3721923644;
434;2;16000000000;6991680766;
435;2;16000000000;7940009061;
436;2;16000000000;10327303429;
437;2;16000000000;4255237143;
439;1;8000000000;3632829881;
441;1;8000000000;3727058636;
442;1;8000000000;2786673354;
443;2;16000000000;3757158284;
447;1;8000000000;6328208612;
450;1;8000000000;3833232756;
451;2;16000000000;3912606993;
452;1;8000000000;4173416273;
455;2;16000000000;4364051596;
456;2;16000000000;10584841396;
457;1;8000000000;4214024281;
458;1;8000000000;6152763714;
459;1;8000000000;3722045890;
460;1;8000000000;4097332827;
461;1;8000000000;4134018343;
462;1;8000000000;4837017095;
463;2;16000000000;6724310054;
465;2;16000000000;5849594190;
466;1;8000000000;2301233857;
467;2;16000000000;5187839290;
468;1;8000000000;5259457026;
469;1;8000000000;5396727534;
470;1;8000000000;5426755117;
473;1;8000000000;4291872719;
474;1;8000000000;4983690276;
475;1;8000000000;2966291130;
477;2;16000000000;8837230510;
478;1;8000000000;5763907248;
479;2;16000000000;8345573018;
480;1;8000000000;5305139739;
481;1;8000000000;5594931469;
482;1;8000000000;3865612595;
483;1;8000000000;4752272936;
485;2;16000000000;10235128200;
486;1;8000000000;5301073928;
487;2;16000000000;10879721896;
488;2;16000000000;10065683681;
489;2;16000000000;8731774286;
490;1;8000000000;3715113342;
491;2;16000000000;7255093379;
492;2;16000000000;8116888191;
494;1;8000000000;3156959773;
495;2;16000000000;5821815087;
496;1;8000000000;3367146749;
500;1;8000000000;1887362760;
501;1;8000000000;4053118111;
502;2;16000000000;7265789855;
503;1;8000000000;4388488225;
504;1;8000000000;2597830109;
505;1;8000000000;4980306166;
506;2;16000000000;8482691880;
507;1;8000000000;1408841125;
