0;31;0;2871520;2973360;
0;19;0;2973360;3075200;
0;3;0;3075200;3177040;
0;28;0;3177040;3278880;
1;31;0;2080;71280;
1;31;0;2002080;2071280;
1;31;0;4002080;4071280;
1;31;0;6002080;6071280;
1;20;0;71280;140480;
1;20;0;2071280;2140480;
1;15;0;140480;209680;
1;15;0;2140480;2209680;
1;28;0;209680;278880;
1;28;0;2209680;2278880;
1;28;0;4209680;4278880;
1;28;0;6209680;6278880;
2;31;0;2689120;2766560;
2;31;0;6771920;6849360;
2;20;0;2876880;2954320;
2;15;0;3022160;3099600;
2;28;0;3099600;3177040;
2;28;0;7099600;7177040;
3;31;1;1088640;1158240;
3;31;1;5088640;5158240;
3;22;1;1158240;1227840;
4;31;0;3011680;3108160;
4;31;0;7011680;7108160;
4;22;0;3108160;3204640;
5;31;0;2442480;2532720;
5;31;0;6526960;6617200;
5;20;0;2786640;2876880;
5;16;0;2969040;3059280;
6;31;0;815360;921280;
6;31;0;4815360;4921280;
6;20;0;934560;1040480;
6;16;0;1090160;1196080;
7;31;0;2766560;2871520;
7;31;0;6849360;6954320;
7;20;0;2954320;3059280;
7;16;0;3059280;3164240;
8;31;1;516800;578800;
8;31;1;4516800;4578800;
8;23;1;894800;956800;
9;31;1;578800;641920;
9;31;1;4578800;4641920;
9;23;1;956800;1019920;
10;31;0;921280;1040480;
10;31;0;4921280;5040480;
10;20;0;1040480;1159680;
10;17;0;1159680;1278880;
11;31;0;2400640;2442480;
11;31;0;6423920;6465760;
11;20;0;2465760;2507600;
11;18;0;2643360;2685200;
12;31;0;2363280;2400640;
12;31;0;6313920;6351280;
12;20;0;2428400;2465760;
12;18;0;2606000;2643360;
13;31;0;641920;713760;
13;31;0;4641920;4713760;
13;19;0;805600;877440;
13;19;0;4805600;4877440;
13;4;0;1030160;1102000;
13;4;0;5030160;5102000;
14;31;0;713760;815360;
14;31;0;4713760;4815360;
14;19;0;1075680;1177280;
14;19;0;5075680;5177280;
14;4;0;1177280;1278880;
14;4;0;5177280;5278880;
15;31;0;2203760;2246720;
15;31;0;6351280;6394240;
